4.527190897936330116e-01 3.030118155667840818e-01 1.125381889905393784e+00 7.550125397211799871e-01
2.401274981880711368e-01 2.059562310079269265e-01 1.237112993202427402e+00 1.144203662024452450e+00
3.275740934076479816e-01 9.975561015080952609e-02 1.626250930571855102e+00 9.434811538958557398e-01
2.247074398562091402e-01 3.614536581589593012e-01 1.875266980224442381e+00 8.658892581204036265e-01
2.027799016344317418e-01 8.644520152131698332e-01 2.033488689973860453e+00 1.096629843895889245e+00
3.470593640859356843e-01 1.399636186858456366e+00 1.999729603935135769e+00 9.706679082254788815e-01
3.484881735992339524e-01 1.613443984447923363e+00 1.856973865203860097e+00 9.240298944788215563e-01
7.427758812753060269e-01 1.635741736308651273e+00 1.949312829086788712e+00 9.930350055586284475e-01
1.237965962310303203e+00 1.621677063629104243e+00 1.837479190762382864e+00 1.146175343684093351e+00
1.452858963511495016e+00 1.609869553761059668e+00 1.800777832887129559e+00 1.217831292693447809e+00
1.452780843010538447e+00 1.634496304770230557e+00 1.798604786021863022e+00 1.501393131320761354e+00
1.424681295798880143e+00 1.536869870989167497e+00 1.989759733682758824e+00 1.669643405938080916e+00
1.459758893499814913e+00 1.546687550663554900e+00 1.987149542486996268e+00 1.977183771225852649e+00
1.476285582719768508e+00 1.567637081054912951e+00 2.252348127899293395e+00 2.124735325605057845e+00
1.379898061871017267e+00 1.753909846956455132e+00 2.403883364276074186e+00 2.272613175410446384e+00
1.401366815021637846e+00 1.824663691669227816e+00 2.658520916653267285e+00 2.490983192596056384e+00
1.434993466551140351e+00 2.051872003316769000e+00 2.740643690398938848e+00 2.642607059357651167e+00
1.613568215530137406e+00 2.250719792757362558e+00 2.888107521834002878e+00 2.854138018875437943e+00
1.710349177256504261e+00 2.517346358783445925e+00 3.087689788011151570e+00 2.981860032544302985e+00
1.928104062252525397e+00 2.601902136724553394e+00 3.160681224639768416e+00 3.354327271165486124e+00
2.138527660913313699e+00 2.737276288479467468e+00 3.382814934437699428e+00 3.437421135674979755e+00
2.412627222352436096e+00 2.973441376339275966e+00 3.487407084652872857e+00 3.437421135674979755e+00
2.504973122534637664e+00 3.059627809611127347e+00 3.487407084652872857e+00 3.309670345836665639e+00
2.636821074143312682e+00 3.248549303153754231e+00 3.534354645600880307e+00 3.324280439508286999e+00
2.881885155777050844e+00 3.399188879315042655e+00 3.539862110888334357e+00 3.315636961869225185e+00
2.980341936135822323e+00 3.732477654490562013e+00 3.390000479203538308e+00 3.198596767460748058e+00
3.160475328034749509e+00 3.778280534405181967e+00 3.421861557178343727e+00 2.899346763676880379e+00
3.322451366838938824e+00 3.760630728882917939e+00 3.406504881669970342e+00 2.437805751019844536e+00
3.659306132179593885e+00 3.610641474906961079e+00 3.238080749643506895e+00 2.073875700078084527e+00
3.710298840449838931e+00 3.619815630287921415e+00 2.946714288262187065e+00 1.677437823670612449e+00
3.692896718496459840e+00 3.600257435148178864e+00 2.481856846327624488e+00 1.370074119970059012e+00
3.549242888335963020e+00 3.437719386704091384e+00 2.087533229555857961e+00 1.440666026670203825e+00
3.558300780988524981e+00 3.123269282598663654e+00 1.705174672843239758e+00 1.546684170160289140e+00
3.543705290443972533e+00 2.654009682320983110e+00 1.436802859463010451e+00 1.521941592723864423e+00
3.387317064507462394e+00 2.257264664783932950e+00 1.538242674233363916e+00 1.317315411310057360e+00
3.071766304926850211e+00 1.853344942500413817e+00 1.594936270815114687e+00 1.047187817934499332e+00
2.606477714235365450e+00 1.568824275673624369e+00 1.542670242819327076e+00 8.324516010115070586e-01
2.214157165782092651e+00 1.656288587057243022e+00 1.357901858662136751e+00 5.490488398679821413e-01
1.809391796446842449e+00 1.729474396839240757e+00 1.020514406428808529e+00 6.621229087606064212e-01
1.525201544604291026e+00 1.671290262019606176e+00 8.589604284816999558e-01 6.825154133075975738e-01
1.614565333635162192e+00 1.469419699908622423e+00 5.966290984245734563e-01 6.537252181709660714e-01
1.694568510524082416e+00 1.150212539790428146e+00 7.444969162326737777e-01 5.187592100498169545e-01
1.637168529857473409e+00 9.438595255576436305e-01 6.855196271284154097e-01 4.929479148997858440e-01
1.434385716258982146e+00 6.882985345128330712e-01 6.623889090120600454e-01 4.577785992840932017e-01
1.124522529655074266e+00 8.166713194467005721e-01 5.842178718620092415e-01 2.896043729541262768e-01
9.105442313967623269e-01 7.894163444699160426e-01 4.828531809392052621e-01 6.278717873848852493e-01
6.594843841237437720e-01 7.420123723499471025e-01 4.553227196033317048e-01 7.016165660949842398e-01
7.863353034111792983e-01 6.450519800954305216e-01 2.100161210225669761e-01 6.717234770024698154e-01
7.686794954091367149e-01 5.748400378979858782e-01 5.059061110288159968e-01 4.190135834484813304e-01
7.168999808059516310e-01 5.199878532241772877e-01 6.797742244066251605e-01 1.332926104437770487e-01
6.183540443778831053e-01 2.862824757706459722e-01 6.952029335846146019e-01 4.619072449734181740e-01
5.582365969863767319e-01 5.086677068372326138e-01 4.312386747693848221e-01 8.060098766030650008e-01
4.988036521476246765e-01 6.068905968847971844e-01 1.933838865052771305e-01 1.074998349970724965e+00
2.758291329486491916e-01 6.219198733851506455e-01 3.598416699480567749e-01 1.121380584509195533e+00
5.232790548689766341e-01 3.779401761446381514e-01 7.494404731958688171e-01 1.043673888424350160e+00
6.160495550640747719e-01 1.361542843019810933e-01 1.044733539492958663e+00 7.866715943990157944e-01
6.346184748329308789e-01 3.653859968088628007e-01 1.113909206939251106e+00 6.750819822987872421e-01
3.922395721827072190e-01 7.165551294919930703e-01 1.032020428934398160e+00 8.807398124396482730e-01
1.368419982046198413e-01 9.973340011854785470e-01 7.928785873016606089e-01 1.043708728934770402e+00
3.834762165601503514e-01 1.062060958747976791e+00 6.582596684777186624e-01 1.230673920054292658e+00
7.272619849087559318e-01 9.878910516749226378e-01 8.364053355900116227e-01 1.106673857400102046e+00
1.010061138320129670e+00 7.437980763344469448e-01 1.029361948570188590e+00 1.006500955038399203e+00
1.073425892089872935e+00 6.237528177243031324e-01 1.213191843833388184e+00 9.883100190071221203e-01
1.000304620394814936e+00 8.124359126418313481e-01 1.103054528894004349e+00 1.037649711752260284e+00
7.530707022187127508e-01 9.908031465205298094e-01 1.001370202884100502e+00 1.075642207826314589e+00
6.361942402329061608e-01 1.181281119352381781e+00 9.647474248931542373e-01 9.410310474668523995e-01
8.241322618379706144e-01 1.066321749538974961e+00 1.027204001125381572e+00 9.348372893843288622e-01
9.987188665931714393e-01 9.704528951890203370e-01 1.069204826987919299e+00 8.358452451125010230e-01
1.191351655972923806e+00 9.411682176783190412e-01 9.347341814915939295e-01 6.902142185330164548e-01
1.073985711465990311e+00 9.975176548066773119e-01 9.204905860786714022e-01 3.973747223161941400e-01
9.789329990707796858e-01 1.041935210292074476e+00 8.364301303434611423e-01 2.879693771130044655e-01
9.504120757131624408e-01 9.088778838559533613e-01 6.994268357625852417e-01 3.315501098670468605e-01
1.004181336576513095e+00 8.990191863093472957e-01 3.899840067267085209e-01 3.369885478210924434e-01
1.049072738976136288e+00 8.095781125566157144e-01 3.285068081244515437e-01 2.175182434472200665e-01
9.156826754709916916e-01 6.767452047204655097e-01 3.392786737543644349e-01 2.586094942224477222e-01
9.061808722587435527e-01 3.755359129470913770e-01 3.124125089666622279e-01 3.358731797199207003e-01
8.144401601253630218e-01 3.116170131130434062e-01 2.278361744794625554e-01 3.868998298345717179e-01
6.812514023014670794e-01 3.515999061797718817e-01 2.325161242563770769e-01 3.182788152295477069e-01
3.820331801295789309e-01 3.314862668754986474e-01 3.236991496645328370e-01 2.137001208302123645e-01
3.074734189302676390e-01 2.216684802341835625e-01 3.829786644710161947e-01 5.081408986052122767e-01
3.513279734472863902e-01 2.325597790663136988e-01 3.342570167359421029e-01 5.859343459641520591e-01
3.306776427209877078e-01 3.119556168471975255e-01 2.115992329636853242e-01 5.944592488359391469e-01
2.169281051515296599e-01 3.675661017840529676e-01 5.311202286544918216e-01 3.248171077438519183e-01
2.386020121777789882e-01 3.181134992862793553e-01 5.869923949486123282e-01 6.758418673645614216e-01
3.143403578681824850e-01 2.113190994817192303e-01 5.878516144738938909e-01 7.413336844599537345e-01
3.711916897180453923e-01 5.306716059672660357e-01 3.136808122541800414e-01 7.243223219295901183e-01
3.190299234835218822e-01 5.998029370471160693e-01 6.591388771746955477e-01 3.501346907556641685e-01
2.144383192973640107e-01 5.992393243985570939e-01 7.419290280444794661e-01 1.822991774674714571e-01
5.266188288597292155e-01 3.192702580446466487e-01 7.293965863518493409e-01 2.780541109951759626e-01
5.986843959812473415e-01 6.573467906952538131e-01 3.463008015657287886e-01 4.383139134034001461e-01
5.971271666401450906e-01 7.303780041610580254e-01 1.787637012812081094e-01 7.179842753806865430e-01
3.183088430027833926e-01 7.204472389814605693e-01 2.707994380781716948e-01 7.920842032524779697e-01
6.600846610373702905e-01 3.419955683448624439e-01 4.305403344512370722e-01 8.301760348241759013e-01
7.315168399376037467e-01 1.702585895664973092e-01 7.111318994259432369e-01 7.711144079235365822e-01
7.222021091350810940e-01 2.651464785535621593e-01 7.910740856925503328e-01 7.151019274610348475e-01
3.447935965801476876e-01 4.253645974462025858e-01 8.277706790931919079e-01 5.661460971841010270e-01
1.717012538658183873e-01 7.059074035037353756e-01 7.679041749526950289e-01 3.426275920668166997e-01
2.676443345792459128e-01 7.835191802428317365e-01 7.153813830983534183e-01 2.712074141942716343e-01
4.274531470395711574e-01 8.219783268171411139e-01 5.711895913132154501e-01 4.136708077412236118e-01
7.078830249010468201e-01 7.622294100292468233e-01 3.477653512111074097e-01 3.739557370601089281e-01
7.849572956361375864e-01 7.088126561156562477e-01 2.615634551781920170e-01 5.291782165216555311e-01
8.238384015003705763e-01 5.654912257328380543e-01 4.082172723314649865e-01 4.192843215816358104e-01
7.639047999563236546e-01 3.471664336766029924e-01 3.761363201541462198e-01 5.258347845440772828e-01
7.100807602364224147e-01 2.669702437134670037e-01 5.242465665849345147e-01 3.987834087402947203e-01
5.661949072588956522e-01 4.068449346829112745e-01 4.225423689998742405e-01 5.288529518067940360e-01
3.473610909306630301e-01 3.703052737306080089e-01 5.312743608865166944e-01 8.010443966820929296e-01
2.677612118617825332e-01 5.224180540101787118e-01 3.997187022502002307e-01 7.925716113206299207e-01
4.073122169490446809e-01 4.171029992092473715e-01 5.312699091970788379e-01 7.451629462935079884e-01
3.708622285488720749e-01 5.294389246681096006e-01 8.047660613165944499e-01 5.048177954722601335e-01
5.239526034428794166e-01 4.033439903246707203e-01 7.909753130255741116e-01 4.855967097119185394e-01
4.171609739363978386e-01 5.339198196663034190e-01 7.422753263264530998e-01 5.568052174136557397e-01
5.293891482597120612e-01 8.068094275957794492e-01 5.013525656804393993e-01 6.967848977738693161e-01
4.029950622089503165e-01 7.950566730245670621e-01 4.868308014254457694e-01 9.710690406930846397e-01
5.328251305321166642e-01 7.444709818983735738e-01 5.547951228809275825e-01 1.108248098125763415e+00
8.058499691298617318e-01 5.003891804875343352e-01 6.941758691877952803e-01 1.135403210441055188e+00
7.946872855444223616e-01 4.833499368833044652e-01 9.695401734232518276e-01 1.102498811991197147e+00
7.441260097381706684e-01 5.533422569872984420e-01 1.107446441215535815e+00 9.985406713229154629e-01
5.007870638739302382e-01 6.925775867531570595e-01 1.134600997311691728e+00 8.397558403679413752e-01
4.836841573838552844e-01 9.674744130778988316e-01 1.101733063850414140e+00 7.207552040925481185e-01
5.542222678771052680e-01 1.105260512783568849e+00 9.984114335160985121e-01 9.066614919849758092e-01
6.932112008804315328e-01 1.132613925788015674e+00 8.395630989574957015e-01 1.231426534923575122e+00
9.680645841245300032e-01 1.099819019752580784e+00 7.197358714065504870e-01 1.347429893634899400e+00
1.105823468577437740e+00 9.963991470936552908e-01 9.052551702434897818e-01 1.360110408652603686e+00
1.133183405285644652e+00 8.378258164604029945e-01 1.230289266670870463e+00 1.334445102310860776e+00
1.100350037481125920e+00 7.183079246135463114e-01 1.347079394210609404e+00 1.241429659260337548e+00
9.968495022383556670e-01 9.040139466781670352e-01 1.359633104633312772e+00 1.025716885524745381e+00
8.382976907293867574e-01 1.228991100455071317e+00 1.333696996668631840e+00 5.556668630935144293e-01
7.188155216077108944e-01 1.345542448583964878e+00 1.241431504200755986e+00 2.292134911385883267e-01
9.044748674741046601e-01 1.358339146146757548e+00 1.026101318618543479e+00 2.245440264088876536e-01
1.229403294958998805e+00 1.332524484536446119e+00 5.562624119511108134e-01 6.293500942507447293e-01
1.345888372128840382e+00 1.240028130483211921e+00 2.283121530506842245e-01 7.466046501257336265e-01
1.358725035239088497e+00 1.024894382420374006e+00 2.266392596500592660e-01 1.299537694957224820e+00
1.332895513072240190e+00 5.552941225325757069e-01 6.308023370674137320e-01 1.566887808559197071e+00
1.240300906468083220e+00 2.279474706193556077e-01 7.468348706677835347e-01 1.837839111773694301e+00
1.025153596790010946e+00 2.258392657178765750e-01 1.300528318588926702e+00 1.724044062984420700e+00
5.555161012371530038e-01 6.310167957237056147e-01 1.567337222395652541e+00 1.464785273251672182e+00
2.283261502316761282e-01 7.478290996587138029e-01 1.838144218200879809e+00 1.277239387678314797e+00
2.255617619777270932e-01 1.301015772035413853e+00 1.724216672852792120e+00 1.379458054997894090e+00
6.308128062602720298e-01 1.568130534370811402e+00 1.464754511564608341e+00 1.599589539079214306e+00
7.476653928227103840e-01 1.838899206171056511e+00 1.277620461756016956e+00 1.681988287001721760e+00
1.300728480617770799e+00 1.724978170188178561e+00 1.379945171028573059e+00 1.688802139589801188e+00
1.567947876768690962e+00 1.465506693161700014e+00 1.599846294367031962e+00 1.619151735758430410e+00
1.838686680759767711e+00 1.278160144803992537e+00 1.682186865008991505e+00 1.392752555150263971e+00
1.724787674204257826e+00 1.380479166925082213e+00 1.689069268307131777e+00 9.406821892556020970e-01
1.465337729504724518e+00 1.600447305031029499e+00 1.619278015193202469e+00 4.176646621255832859e-01
1.277951674973773821e+00 1.682749080653332507e+00 1.392663492047099050e+00 3.202424729396254888e-01
1.380303585497906660e+00 1.689573250862298259e+00 9.404231562226439411e-01 3.815437650628539235e-01
1.600293817536315055e+00 1.619817738855263034e+00 4.175320894899145485e-01 4.913579672200528714e-01
1.682594223877943884e+00 1.393202099828264151e+00 3.210149606208713702e-01 4.549193959599168724e-01
1.689419569616759986e+00 9.408783443394076462e-01 3.816396778938607182e-01 6.366102923165978256e-01
1.619688132977842532e+00 4.177783572211696828e-01 4.915966443463606339e-01 6.817671004299856730e-01
1.707065366658164773e+00 5.670017142528015475e-01 6.175143897074247823e-01 8.362441755799941978e-01
1.647175991117687088e+00 8.003154354169759177e-01 7.619643789546431956e-01 8.890325198355395475e-01
1.441361871347982326e+00 8.483245019765323081e-01 7.124050408510620436e-01 7.739809623645070857e-01
1.004051130465567931e+00 6.149234615594851849e-01 8.440023907975301443e-01 6.896610167684404935e-01
4.719193871003597995e-01 4.433929765145434576e-01 8.982233847835680018e-01 6.344902085627722732e-01
2.734139912344509815e-01 3.747277612165296201e-01 8.900882368938830558e-01 6.082142047174948774e-01
3.927181964286975968e-01 3.850704279895552640e-01 7.284503540986303483e-01 3.555290163411524151e-01
5.045873830823265349e-01 1.938977198351348186e-01 6.089672437827960971e-01 3.492391554777564133e-01
4.729619734065377834e-01 3.199983286896017631e-01 6.918733256832368950e-01 5.462489510963924877e-01
6.337303117575008304e-01 5.275964018756292839e-01 4.703148629597320718e-01 8.135796562545699606e-01
6.944495231114119482e-01 3.696052584316398826e-01 4.978655380284721654e-01 8.075303449266643119e-01
6.777012538929089169e-01 2.582147413839323002e-01 6.231855283128810985e-01 8.002619691471704044e-01
5.613005267293605938e-01 4.371799196651421360e-01 8.354425223300632197e-01 5.504314251139917902e-01
4.697601179138651273e-01 7.963545796819501144e-01 7.763971648509387924e-01 5.343119915774898754e-01
5.050861234034438318e-01 1.136196005603665293e+00 7.682387432851994769e-01 3.137995841359586535e-01
3.145637485032827807e-01 1.402878342003004430e+00 5.329690240346699470e-01 2.583950640124678122e-01
4.652857697158180872e-01 1.382730051130904858e+00 4.861650062421961627e-01 1.811805939066573612e-01
6.945725087586646085e-01 1.302555179409767616e+00 2.878594086223842385e-01 1.081476120589301843e-01
9.452318847558055515e-01 1.073105644965776317e+00 1.725209752106381389e-01 2.780369981266605506e-01
9.099018141980573793e-01 9.872367967449513504e-01 1.277114512980823957e-01 3.776836452316296722e-01
8.887194208983449917e-01 7.741688372953193786e-01 1.939065661025936305e-01 5.667010037225889141e-01
6.477165507290701951e-01 6.360546446715940050e-01 3.317965783009391156e-01 1.042056019012228774e+00
6.026181977163831416e-01 4.643345631229702231e-01 3.971299246516937220e-01 1.540145366146248973e+00
3.939825405225400590e-01 4.245391967729892357e-01 5.742934920747508887e-01 1.998409799353899841e+00
2.825934330581403864e-01 6.105193047659789318e-01 1.068617949538199330e+00 2.088477524546656472e+00
1.769589554527914443e-01 7.365865776165962941e-01 1.558103876169058433e+00 1.961874454766688425e+00
1.780840042322705818e-01 8.912555237212271830e-01 2.001178556906128225e+00 1.582755225269925736e+00
3.630765305139564414e-01 1.323495191544699745e+00 2.080233773690795207e+00 1.141712146898288038e+00
4.589571051973088123e-01 1.831613509185655131e+00 1.945312803179799488e+00 7.465638696547891584e-01
6.380397693788576463e-01 2.285194918033892630e+00 1.564885257094002169e+00 3.943969145653389297e-01
1.114947766435859799e+00 2.368112191922398857e+00 1.107426685545604750e+00 4.531286798351289447e-01
1.610991154366927081e+00 2.221121706778877325e+00 6.939893033253095034e-01 5.202498920523973558e-01
2.061230191131284251e+00 1.829289190046681002e+00 3.675921907165968783e-01 4.593911729752383488e-01
2.143566206970844323e+00 1.356538639471471797e+00 4.615137382214067330e-01 6.350973257973890895e-01
2.008683207174386531e+00 8.541452951424052253e-01 5.182426213903100765e-01 5.716127059887424755e-01
1.625908950331455438e+00 2.794957215576844289e-01 4.797461788756769985e-01 5.751796164980697013e-01
1.167865655762199362e+00 2.581089192864274851e-01 6.355362270216602383e-01 2.822204429355873456e-01
7.375730018170588709e-01 3.452589679366571129e-01 5.621364595370045292e-01 1.828399081388116243e-01
3.469856945529369296e-01 3.013335357877401366e-01 5.965959911753134781e-01 2.957076821886394091e-01
4.134985060007004276e-01 5.392734441057690509e-01 2.967102904789857276e-01 4.349976675588589914e-01
4.782946459963551278e-01 4.366952478464246612e-01 2.052704886778961568e-01 5.561812728738465550e-01
6.668619836242749566e-01 1.023527664127320991e+00 1.680097766727642328e-01 7.629622194783012290e-01
5.684726041657247597e-01 6.144505533509950768e-01 3.951609047554818788e-01 7.204883020795337378e-01
7.912343010974526303e-01 5.806975306306608742e-01 5.445078085816833502e-01 5.990492372978566404e-01
